DATUM,PRIS,BERÄKNAT_SUBSTANSVÄRDE,Rabatt/Premie,Nuvarande rabatt minus snitt,Genomsnittsrabatt senaste 100 handelsdagarna,Avkastning 200 handelsdagar,OMX Date,Index  Value,Avkastning OMXS#=
2025-07-30,"255,4",209,"0,818324197","0,017562118","0,800762079","-100,00%",2025-07-30,"2 605,96457843898","-100,00%"
2025-07-31,"250,5",209,"0,834331337","0,032981293","0,801350044","-100,00%",2025-07-31,"2 580,05397319689","-100,00%"
2025-08-01,"245,2",207,"0,844208809","0,042092731","0,802116078","-100,00%",2025-08-01,"2 533,59315950020","-100,00%"
2025-08-04,"247,9",208,"0,839048003","0,036219706","0,802828297","-100,00%",2025-08-04,"2 552,67106939664","-100,00%"
2025-08-05,"251,4",209,"0,831344471","0,02779753","0,803546941","-100,00%",2025-08-05,"2 562,75120370664","-100,00%"
2025-08-06,"249,2",208,"0,834670947","0,030415867","0,80425508","-100,00%",2025-08-06,"2 566,53437034750","-100,00%"
2025-08-07,"255,6",210,"0,821596244","0,01685508","0,804741164","-100,00%",2025-08-07,"2 593,76139574967","-100,00%"
2025-08-08,"253,2",210,"0,829383886","0,024009878","0,805374008","-100,00%",2025-08-08,"2 602,97994155341","-100,00%"
2025-08-11,"251,1",210,"0,836320191","0,030271197","0,806048994","-100,00%",2025-08-11,"2 590,76225305387","-100,00%"
2025-08-12,"251,4",211,"0,83929992","0,032449048","0,806850872","-100,00%",2025-08-12,"2 609,15450197481","-100,00%"
2025-08-13,"247,6",211,"0,852180937","0,044416283","0,807764654","-100,00%",2025-08-13,"2 612,88516755692","-100,00%"
2025-08-14,"246,2",211,"0,857026807","0,048240825","0,808785983","-100,00%",2025-08-14,"2 632,92044833596","-100,00%"
2025-08-15,"247,2",212,"0,857605178","0,047764784","0,809840394","-100,00%",2025-08-15,"2 640,69667559785","-100,00%"
2025-08-18,"243,6",212,"0,870279146","0,059225052","0,811054094","-100,00%",2025-08-18,"2 625,74314666508","-100,00%"
2025-08-19,250,216,"0,864","0,051953981","0,812046019","-100,00%",2025-08-19,"2 659,86394501073","-100,00%"
2025-08-20,"247,1",215,"0,87009308","0,05698683","0,81310625","-100,00%",2025-08-20,"2 655,23810967812","-100,00%"
2025-08-21,"244,7",215,"0,87862689","0,06432001","0,81430688","-100,00%",2025-08-21,"2 646,58391536562","-100,00%"
2025-08-22,"250,8",217,"0,86523126","0,049906361","0,815324899","-100,00%",2025-08-22,"2 689,34642278943","-100,00%"
2025-08-25,"248,2",215,"0,866236906","0,04991884","0,816318066","-100,00%",2025-08-25,"2 668,49901365372","-100,00%"
2025-08-26,"243,8",214,"0,877768663","0,060329491","0,817439172","-100,00%",2025-08-26,"2 656,84844230955","-100,00%"
2025-08-27,"242,3",214,"0,883202641","0,064690974","0,818511667","-100,00%",2025-08-27,"2 645,63121807144","-100,00%"
2025-08-28,"242,1",214,"0,883932259","0,064287699","0,819644561","-100,00%",2025-08-28,"2 643,73536539638","-100,00%"
2025-08-29,"240,1",213,"0,887130362","0,066335175","0,820795187","-100,00%",2025-08-29,"2 625,70152811500","-100,00%"
2025-09-01,"239,8",213,"0,8882402","0,066402087","0,821838113","-100,00%",2025-09-01,"2 630,38089979948","-100,00%"
2025-09-02,"231,8",210,"0,905953408","0,083100909","0,8228525","-100,00%",2025-09-02,"2 577,63429214857","-100,00%"
2025-09-03,"233,4",211,"0,904027421","0,080347194","0,823680227","-100,00%",2025-09-03,"2 597,20442023532","-100,00%"
2025-09-04,"232,1",213,"0,917707885","0,093029688","0,824678196","-100,00%",2025-09-04,"2 607,53879037549","-100,00%"
2025-09-05,"235,9",215,"0,911403137","0,085889308","0,825513829","-100,00%",2025-09-05,"2 626,64746653216","-100,00%"
2025-09-08,"238,1",216,"0,907181856","0,080640061","0,826541795","-100,00%",2025-09-08,"2 640,24258298708","-100,00%"
2025-09-09,"238,4",216,"0,906040268","0,078429605","0,827610663","-100,00%",2025-09-09,"2 632,92869214855","-100,00%"
2025-09-10,"236,6",215,"0,908706678","0,079859155","0,828847523","-100,00%",2025-09-10,"2 629,15400791600","-100,00%"
2025-09-11,"236,1",216,"0,914866582","0,084579965","0,830286617","-100,00%",2025-09-11,"2 635,91264428530","-100,00%"
2025-09-12,"236,3",215,"0,909860347","0,078221777","0,83163857","-100,00%",2025-09-12,"2 635,33097609203","-100,00%"
2025-09-15,"236,3",215,"0,909860347","0,076922891","0,832937456","-100,00%",2025-09-15,"2 637,44123028213","-100,00%"
2025-09-16,"231,8",214,"0,923209664","0,088791418","0,834418246","-100,00%",2025-09-16,"2 614,19869361779","-100,00%"
2025-09-17,"230,3",214,"0,929222753","0,093231821","0,835990932","-100,00%",2025-09-17,"2 616,03901305601","-100,00%"
2025-09-18,"232,7",214,"0,91963902","0,082158898","0,837480122","-100,00%",2025-09-18,"2 634,84457116098","-100,00%"
2025-09-19,"228,5",213,"0,932166302","0,093075774","0,839090528","-100,00%",2025-09-19,"2 646,40082802222","-100,00%"
2025-09-22,"227,7",211,"0,926657883","0,08596387","0,840694013","-100,00%",2025-09-22,"2 647,62294249145","-100,00%"
2025-09-23,"228,3",212,"0,928602716","0,086510375","0,842092341","-100,00%",2025-09-23,"2 671,13049081984","-100,00%"
2025-09-24,225,209,"0,928888889","0,085572052","0,843316837","-100,00%",2025-09-24,"2 645,35580748803","-100,00%"
2025-09-25,222,207,"0,932432432","0,087844749","0,844587683","-100,00%",2025-09-25,"2 623,50790470338","-100,00%"
2025-09-26,"223,1",208,"0,932317346","0,086422581","0,845894766","-100,00%",2025-09-26,"2 644,62050653705","-100,00%"
2025-09-29,"223,9",209,"0,933452434","0,086243872","0,847208562","-100,00%",2025-09-29,"2 652,03325021965","-100,00%"
2025-09-30,"222,9",210,"0,942126514","0,093489693","0,848636821","-100,00%",2025-09-30,"2 662,79919211511","-100,00%"
2025-10-01,"225,9",210,"0,929614874","0,079657375","0,849957499","-100,00%",2025-10-01,"2 677,09029627468","-100,00%"
2025-10-02,"227,8",211,"0,926251097","0,074926344","0,851324753","-100,00%",2025-10-02,"2 708,59068356875","-100,00%"
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
